Calendar Year,Property Name,Primary Property Type - Self Selected,Site Energy Use (kBtu),Data Center - IT Source Energy (kBtu),Electricity Use - Grid Purchase (kBtu),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Data Center - Gross Floor Area (ft²),Largest Property Use Type - Gross Floor Area (ft²),Site EUI (kBtu/ft²)
2024,277 Van Cortlandt Avenue East,Multifamily Housing,5403650.6,Not Available,941715.9,432.71,Not Available,65710,82.2
2024,N001674-BROOKLYN NY,Wholesale Club/Supercenter,8508230.8,Not Available,5883268.7,816.51,Not Available,159379,53.4
2024,N002284-BROOKLYN KINGS PLAZA NY,Wholesale Club/Supercenter,6483194.6,Not Available,3483767.5,560.25,Not Available,120590,53.8
2024,N001597-S STATEN ISLAND NY,Wholesale Club/Supercenter,6085116.7,Not Available,4427104.8,597.57,Not Available,159600,38.1
2024,Woodhull Medical & Mental Health Center,Hospital (General Medical & Surgical),271760783,Not Available,100578761.6,20700.19,Not Available,1321320,205.7
2024,Dover_2375 East 3rd Street,Multifamily Housing,10104749.7,Not Available,1536318.6,631.92,Not Available,125451,80.5
2024,Ridge Leasing_7420 Ridge Boulevard,Multifamily Housing,1297958.9,Not Available,711324.9,121.75,Not Available,115917,11.1
2024,Alma Towers (37-14 32 ST),Multifamily Housing,4108444.8,Not Available,790419,267.2,Not Available,123820,33
2024,619 West 54th Street,Mixed Use Property,29808601.2,Not Available,22281479,2964.12,Not Available,105612,108.2
2024,836 Crown St,Multifamily Housing,5169944.6,Not Available,751307.5,321.16,Not Available,58631,88.2
2024,9111 Church Ave,Multifamily Housing,6048807,Not Available,1113085.3,390.26,Not Available,73655,82.1
2024,Eight Spruce Street,Multifamily Housing,67086350.9,Not Available,38241809.6,6303.56,Not Available,922207,66
2024,4455 Douglas Avenue,Multifamily Housing,17506897.4,Not Available,4732755.6,1223.17,Not Available,308975,56.7
2024,The Laurel,Multifamily Housing,37970003.6,Not Available,10236560.6,3016.39,Not Available,251377,136.6
2024,RLSA Realty - 30 Hamilton Pl,Other - Lodging/Residential,6751627.2,Not Available,2327407.1,502.85,Not Available,65212,103.5
2024,452 Fifth Ave - LL84,Office,39877453.2,Not Available,28809705.8,4050.52,4372,631984,61
2024,1 W 39th Street - LL84,Office,14998019.4,28326471.6,12707820.2,1614.58,9816,125516,110.8
2024,67-25 Dartmouth Street Corp,Multifamily Housing,9316785,Not Available,1675435.9,598.69,Not Available,86136,108.2
2024,Bay Street Owners,Multifamily Housing,8044471.5,Not Available,2757959.5,598.2,Not Available,100760,79.8
2024,1013 Avenue J (Parent Property),Multifamily Housing,5182964.8,Not Available,943686.6,333.77,Not Available,77500,55.7
2024,Brooklyn Dreams Charter School,K-12 School,2506334.1,Not Available,1464910.6,223.91,Not Available,50105,50
2024,340 Madison Avenue,Office,21660331.6,Not Available,17446670.7,2320.03,Not Available,587681,33.5
2024,Penn South,Multifamily Housing,231548813.3,Not Available,10270645.6,14115.86,Not Available,3218837,68.3
2024,NYU: Washington Square CoGen Campus,College/University,1347623664,Not Available,119072223.8,80240.14,Not Available,4609337,178.4
2024,NYEEI South Bldg,Hospital (General Medical & Surgical),50557002.1,Not Available,17069134.7,4064.04,Not Available,76650,646.9
2024,517 West 121st Street,Multifamily Housing,2792208.9,Not Available,2792208.9,321.35,Not Available,112500,24.8
2024,Castle Hill Ave,Retail Store,11884457.7,Not Available,5873664.8,995.25,Not Available,70000,169.8
2024,1589 Ocean Rlty Corp,Multifamily Housing,4155290.4,Not Available,542655.5,254.34,Not Available,52360,79.4
2024,Wavecrest - 384 East 158th St,Multifamily Housing,4529885.5,Not Available,1868797.4,356.42,Not Available,94824,47.8
2024,50 Bridge Street,Multifamily Housing,3884558.3,Not Available,2621358.3,368.78,Not Available,137850,23.7
2024,APF-286 Madison Ave,Office,13178696.8,Not Available,7139093,1142.41,Not Available,115253,108.8
2024,The Foster: 622 Foster Ave,Multifamily Housing,2294167.1,Not Available,716267.1,166.24,Not Available,55137,35.3
2024,"NDF - PSA 4, 130 AVENUE C",Police Station,5518855,Not Available,4421686,567.16,Not Available,87000,63.4
2024,"NDF - PSA 6, 2770 F DOUGLASS BLVD",Police Station,Not Available,Not Available,Not Available,Not Available,Not Available,83000,Not Available
2024,0503-Bronx - Zerega Avenue,Self-Storage Facility,1140106.2,Not Available,1140106.2,131.21,Not Available,57279,19.9
2024,0504-Bronx - Bruckner Boulevard,Self-Storage Facility,1360027.3,Not Available,892927.2,127.57,Not Available,126530,10.7
2024,0539-New York (Manhattan) - West 143rd S,Self-Storage Facility,26354.3,Not Available,Not Available,3.03,Not Available,115350,0.2
2024,0690-Staten Island - Arden Ave.,Self-Storage Facility,779320.8,Not Available,673620.8,83.14,Not Available,114636,6.8
2024,0727-Brooklyn - 64th Street,Self-Storage Facility,1866898.2,Not Available,773790.5,171.49,Not Available,110821,16.8
2024,0732-Long Island City - Northern Blvd.,Self-Storage Facility,5817286.1,Not Available,727008.5,495.72,Not Available,102339,56.8
2024,1042-Bronx - Edson AV,Self-Storage Facility,13515710.7,Not Available,657683.4,981.67,Not Available,176420,76.6
2024,1213-Bronx - Fordham RD,Self-Storage Facility,2489780.6,Not Available,200813.3,286.54,Not Available,58350,42.7
2024,1399-Brooklyn,Self-Storage Facility,143392.7,Not Available,Not Available,22.67,Not Available,71965,2
2024,Rego Park Jewish Center,Worship Facility,2597078.1,Not Available,783365.1,217.69,Not Available,68516,37.9
2024,Five Manhattan West (450 WEST 33 STREET),Office,146425617.3,Not Available,101558108.8,14617.62,28240,1443006,91.2
2024,Gander White - 45-11 33rd St,Non-Refrigerated Warehouse,3015346.2,Not Available,1196638.3,234.32,Not Available,54500,50.3
2024,TIMAC: 307 East Tremont,Multifamily Housing,7052365,Not Available,1274543.9,576.11,Not Available,53069,113.9
2024,89-00 23rd Avenue (Parent Property),Worship Facility,1934496,Not Available,1128956.9,172.71,Not Available,92403,20.9
2024,340 New York MSG NY HAMP,Hotel,4539834.4,Not Available,2337012.4,385.96,Not Available,49286,92.1
2024,066 Jamaica JFK Airport NY HGI,Hotel,5589431.9,Not Available,3152131.9,492.23,Not Available,84280,66.3
2024,341 Chelsea Manhattan NY HAMP,Hotel,4107208.1,Not Available,2552448.7,376.34,Not Available,53696,76.5
2024,118 Tribeca NY HGI,Hotel,6282797.7,Not Available,2946716.1,516.32,Not Available,64470,92.6
2024,342 Manhattan Times Sq S NY HAMP,Hotel,5062555.1,Not Available,3673217.8,496.54,Not Available,71706,70.6
2024,343 NYC Times Square NY HOIE,Hotel,5804844.5,Not Available,3932999.8,552.06,Not Available,74128,78.3
2024,344 New York Times Square NY CWS,Hotel,5026444.3,Not Available,3559510.5,487.57,Not Available,85706,58.6
2024,345 New York City Wall St NY HOI,Hotel,2984196.2,Not Available,1542009.6,254.07,Not Available,40529,71
2024,137 White Plains NY HH,Hotel,8179905,Not Available,3546165.4,654.24,Not Available,143811,56.9
2024,346 NYC Wall Street NY HOIE,Hotel,2944047.8,Not Available,1747495.8,264.67,Not Available,42568,69.2
2024,168 New York Union Square NY HY,Hotel,6317917.4,Not Available,3777657.3,569.69,Not Available,81035,71.6
2024,714 New York Chelsea NY HOIE,Hotel,6213158.9,Not Available,2775525.5,502.02,Not Available,71541,86.8
2024,100-30 Ditmars Boulevard,Senior Living Community,7683503,Not Available,2079498.3,536.98,Not Available,66462,115.6
2024,5202 15th Avenue - 41591,Multifamily Housing,2814612.8,Not Available,648875.7,189.71,Not Available,56430,49.9
2024,Beth Jacob Teachers Seminary,K-12 School,6658284.2,Not Available,3120323.5,547.03,Not Available,65792,101.2
2024,119-19 Graham Court,Senior Living Community,11176071.3,Not Available,7146418.8,1036.59,Not Available,94153,118.7
2024,1576 Taylor Avenue,Multifamily Housing,3032897.9,Not Available,901891,224.26,Not Available,75600,40.1
2024,Archdiocese of NY - 1011 1st Ave,Office,38959776.3,Not Available,16233682.1,3377.27,Not Available,217085,102.5
2024,119-09 26th Avenue,Senior Living Community,6152869,Not Available,5154816,646.27,Not Available,88667,69.4
2024,75 West 190th Street,Multifamily Housing,3201202.4,Not Available,817439.4,220.69,Not Available,68797,46.5
2024,The Urban Glass House,Residence Hall/Dormitory,7319682.7,Not Available,3825623.6,625.87,Not Available,87172,84
2024,1791 Walton Avenue,Multifamily Housing,6552312.3,Not Available,2956853.3,531.27,Not Available,59390,97.8
2024,2500 University Avenue,Multifamily Housing,4374901.6,Not Available,784744.9,281,Not Available,52805,82.9
2024,2505 Aqueduct Avenue,Multifamily Housing,4347581.9,Not Available,668091.5,272.32,Not Available,67000,64.9
2024,334-340 West 40th Street,Hotel,9351043.2,Not Available,6940416.2,926.96,Not Available,131921,70.9
2024,2770-2780 Kingsbridge Terrace,Multifamily Housing,5860051.7,Not Available,1424806.7,399.55,Not Available,88200,66.4
2024,2785 Sedgwick Avenue,Multifamily Housing,3526913.8,Not Available,591952.5,224.02,Not Available,51600,68.4
2024,VP: 2910 Wallace Avenue,Multifamily Housing,4922419.9,Not Available,1300891.9,342.07,Not Available,118669,41.5
2024,VP: 2911 Barnes Avenue,Multifamily Housing,8140589.3,Not Available,1397750.1,519.01,Not Available,118668,68.6
2024,"2690 WEBB REALTY, LLC",Multifamily Housing,7664447.9,Not Available,2570782.2,566.41,Not Available,65931,116.2
2024,Martin Gelfand: 835 Ocean Ave,Multifamily Housing,7478160.6,Not Available,1190967.8,475.48,Not Available,95037,78.7
2024,Supreme: 1199 Ocean Ave,Multifamily Housing,5837547.8,Not Available,884607,364.88,Not Available,85050,68.6
2024,Cascade: 585 East 32nd Street,Multifamily Housing,5050904.9,Not Available,762590.7,321.8,Not Available,56817,88.9
2024,Cascade: 229 East 18th Street,Multifamily Housing,5350816.7,Not Available,678997.9,332.55,Not Available,62351,85.8
2024,11TH Avenue Automobile Realty LLC,Vehicle Dealership,1412100.3,Not Available,750708.2,121.53,Not Available,75061,18.8
2024,250 Realty Assoc. Inc,Multifamily Housing,4795563.8,Not Available,647318.2,294.83,Not Available,72130,66.5
2024,3018 Heath Avenue,Multifamily Housing,4477800.4,Not Available,1138626.3,308.4,Not Available,58500,76.5
2024,3940 Carpenter Avenue,Multifamily Housing,4621934.3,Not Available,870826.4,299.46,Not Available,66710,69.3
2024,3034 Grand Concourse,Multifamily Housing,3587229.5,Not Available,621930.6,237.17,Not Available,54241,66.1
2024,499 Park Avenue,Financial Office,16756134,Not Available,12015225.4,1697.59,308,183435,55.1
2024,333 East 176th Street,Multifamily Housing,5895260.1,Not Available,770864.9,365.26,Not Available,62353,94.5
2024,SKYRISE: 631 East 211th Street,Multifamily Housing,3777107.5,Not Available,661946.5,241.64,Not Available,59680,63.3
2024,Westbury Realty,Hotel,5252423.5,Not Available,2808056.8,453,Not Available,50000,105
2024,10408-MTE Midtown East NYC,Supermarket/Grocery Store,10125197.2,Not Available,7796897.2,1020.99,Not Available,36115,280.4
2024,1245 Realty Enterprise,Multifamily Housing,5235356.3,Not Available,969471.1,338.15,Not Available,67200,77.9
2024,Harvey Co-op Gardens - 96-09 67th Ave,Multifamily Housing,5783188.4,Not Available,957346.5,366.5,Not Available,61476,94.1
2024,2940 Grand Concourse - 36233,Multifamily Housing,6289708.5,Not Available,782506.7,382.57,Not Available,82633,76.1
2024,1221 Avenue of the Americas,Office,207325142.6,Not Available,123408637.4,19684.58,36385,2035225,78.6
2024,105 Kings: 105 Kings Highway,Multifamily Housing,2283845,Not Available,937531,179.41,Not Available,47528,48.1
2024,635 West 42nd Street,Multifamily Housing,26600991.8,Not Available,12493460,2187.16,Not Available,467344,51.3
2024,10314 Riverdale,Senior Living Community,5789376.7,Not Available,4863898.8,608.93,Not Available,138072,41.9
2024,111 West 71st Street,Multifamily Housing,1482980.4,Not Available,1336386.4,161.59,Not Available,56991,25.4
2024,Up Realty: 2288 Mott Ave,Multifamily Housing,3902789.9,Not Available,790389.8,256.28,Not Available,54570,71.5
2024,Dew Seven: 32 East 31st Street,Office,3785100.1,Not Available,1104715.9,327.18,Not Available,49995,75.7
2024,Erbograph Apartments,Multifamily Housing,4182740.4,Not Available,1844276.5,336.46,Not Available,52199,80.1
2024,Jenel Management - 1356 Broadway,Office,4499638.4,Not Available,2927581.8,441.31,Not Available,52764,58.2
2024,Milstein - 335 Madison Ave,Office,59325124.4,Not Available,34156632.7,5596.7,Not Available,1071661,52.1
2024,Dew Seven: 45-51 West 21 St,Office,3803047.5,Not Available,1944567.4,322.51,Not Available,74900,50.8
2024,552 Riverside Drive,Multifamily Housing,5031359.4,Not Available,521681.5,299.57,Not Available,64068,78.5
2024,BRG - 40-94 Denman St,Multifamily Housing,4385227.3,Not Available,925773.4,290.29,Not Available,53250,82.4
2024,1224 Prospect Avenue,Multifamily Housing,4560077.1,Not Available,1683039,346.51,Not Available,80857,56.4
2024,McCaren Park Mews Condo (214 North 11th Street),Multifamily Housing,7208112.7,Not Available,3521336.8,601.08,Not Available,140815,51.2
2024,402 Bay Ridge Owners Corp (402 Bay Ridge Pkwy),Multifamily Housing,4056477.8,Not Available,535935.9,248.67,Not Available,55277,73.4
2024,"Crestwood Bay View, Inc. (130 Bay Ridge Pkwy)",Multifamily Housing,5755630.7,Not Available,684584.4,348.13,Not Available,60147,95.7
2024,302 96th Street Owners Corp (302 96th St),Multifamily Housing,8129643.6,Not Available,1150168.7,514.73,Not Available,120900,67.2
2024,351 Marine Avenue Owners Corp (351 Marine Ave),Multifamily Housing,7011981.4,Not Available,1081501.8,439.46,Not Available,112829,62.1
2024,333 West End Tenants Corp. (333 West End Ave),Multifamily Housing,5157265.8,Not Available,1105031.9,342.41,Not Available,102682,50.2
2024,Refinery: 63 West 38th Street,Hotel,11701625.6,Not Available,8316539.6,1136.93,Not Available,129534,90.3
2024,New YorK Gracie Square Hospital - 420 E 76th St,Hospital (General Medical & Surgical),18495582.4,Not Available,4302704.4,1432.92,Not Available,82200,225
2024,66-23 Austin Street,Multifamily Housing,3574863.2,Not Available,873635.1,244.02,Not Available,51700,69.1
2024,Betancourt Properties Management - 804 E 138th St,Office,5254981.7,Not Available,4023647.8,528.47,Not Available,108823,37.6
2024,1121 Broadway NY,Office,11718511.7,Not Available,3962369.5,867.98,Not Available,120000,97.7
2024,Caprice: 320 E 58th Street,Multifamily Housing,7777263.2,Not Available,2007624.8,575.45,Not Available,117005,66.5
2024,Caprice: 310 E 65th Street,Multifamily Housing,4542335.4,Not Available,1132890.4,311.47,Not Available,81855,55.5
2024,KB Realty: 25-29 West Tremont,Multifamily Housing,4245076.4,Not Available,1003758.6,287.68,Not Available,54570,77.8
2024,KB Realty Group: 215-217 Bush Street,Multifamily Housing,1485973.3,Not Available,1238559.3,155.68,Not Available,57063,26
2024,5 East 16th Street,Multifamily Housing,2810205.7,Not Available,630658.9,188.35,Not Available,37028,50.2
2024,Betancourt Properties Management - 1828 Amsterdam Ave,K-12 School,5762275.4,Not Available,2542019.7,463.6,Not Available,62071,84.7
2024,The Jewish Museum - 1109 Fifth Ave,Museum,11520683.4,Not Available,5579932.1,957.72,Not Available,85000,135.5
2024,BOARD OF MANAGERS TOWERS CONDO,Multifamily Housing,6748586.8,Not Available,1392073.4,444.72,Not Available,87612,77
2024,25 West 14th Street,Retail Store,3427589.5,Not Available,2744416.5,352.13,Not Available,32609,56.6
2024,45-40 Center Boulevard,Multifamily Housing,25951532.3,Not Available,8050229.4,1877.3,Not Available,307928,83.2
2024,46-15 Center Boulevard,Multifamily Housing,26459530.7,Not Available,9078895.7,1968.03,Not Available,353359,74.5
2024,"Oceanview Towers, Inc. (2652 Cropsey Ave)",Multifamily Housing,17019636.4,Not Available,3073852.5,1375.22,Not Available,193795,87.8
2024,Rego Park Health Care,Senior Living Community,Not Available,Not Available,2525200.8,Not Available,Not Available,67877,Not Available
2024,Jamestown Premier One Times Square,Retail Store,11668382.2,Not Available,11668382.2,1342.88,Not Available,93263,87.8
2024,The Sagamore (sa406),Multifamily Housing,15618012.4,Not Available,5908864.6,1195.73,Not Available,237045,63.8
2024,Silvercup Studios East - 34-35 Review Ave,Performing Arts,5249221.3,Not Available,1629226.4,379.78,Not Available,139837,37.5
2024,Silvercup Studios - 42-25 21st Street,Performing Arts,1887720.5,Not Available,539024.5,133.67,Not Available,135000,14
2024,"Bomel Realty Company, LLC",Multifamily Housing,4689716.7,Not Available,620945.5,287.72,Not Available,77863,60.2
2024,920 Metcalf Avenue AKA 1660 Bruckner Boulevard,Multifamily Housing,20343661.9,Not Available,3478632.9,1296.12,Not Available,212300,95.8
2024,2860 Bailey Avenue,Multifamily Housing,5134887.4,Not Available,964948.5,413.91,Not Available,77760,66
2024,3119 Bailey Avenue,Multifamily Housing,7205711.5,Not Available,988652.6,574.82,Not Available,65000,110.9
2024,208 West 119th Street (Parent Property),Multifamily Housing,18163233.7,Not Available,2503757.3,1449.96,Not Available,156986,115.7
2024,2105-2107 Wallace Avenue AKA 2102-2104 Holland Avenue,Multifamily Housing,9025803,Not Available,2125248,611.11,Not Available,220000,41
2024,Astoria - 32-75 Steinway Street,Mixed Use Property,1804353.5,Not Available,1768400.5,204.57,Not Available,25500,35.4
2024,138-52 Elder Ave,Multifamily Housing,8425676.4,Not Available,1938194.3,567.64,Not Available,135068,59.6
2024,1407 Broadway,Office,83183377,Not Available,35308871.7,7236.88,Not Available,1094991,74.6
2024,123 3rd Avenue,Multifamily Housing,7275646.7,Not Available,2163308.5,520.51,Not Available,62915,111.7
2024,K317 (OECID: 0301930; BBL: 3009400111),K-12 School,11727984.5,Not Available,7689484.3,1099.47,Not Available,116278,100.9
2024,K331 (OECID: 0301935; BBL: 3058910048),K-12 School,7514191,Not Available,4436791.1,674.07,Not Available,98277,76.5
2024,M281 (OECID: 0101709; BBL: 1009670002),K-12 School,4267056.3,Not Available,2313356.5,370.01,Not Available,98929,43.1
2024,M338 (OECID: 0101710; BBL: 1010730014),K-12 School,8156453.2,Not Available,4940453.2,739.4,Not Available,126711,64.4
2024,Q287 (OECID: 0401763; BBL: 4017250001),K-12 School,5638648.5,Not Available,3416848.5,511.25,Not Available,64791,87
2024,Q312 (OECID: 0401760; BBL: 4000210030),K-12 School,5549220.7,Not Available,4361620.7,565.05,Not Available,98774,56.2
2024,Q404 (OECID: 0401766; BBL: 4000060008),K-12 School,11496872.9,Not Available,7884572.8,1099.28,Not Available,155130,74.1
2024,R059 (OECID: 0500563; BBL: 5000140032),K-12 School,2316421.8,Not Available,991721.7,184.5,Not Available,49090,47.2
2024,R071 (OECID: 0500564; BBL: 5031680004),K-12 School,9985326.4,Not Available,6323626.7,922.26,Not Available,111089,89.9
2024,X285 (OECID: 0201464; BBL: 2025270058),K-12 School,5436031.6,Not Available,3409031.8,500,Not Available,54396,99.9
2024,X292 (OECID: 0201465; BBL: 2042930031),K-12 School,3869764.8,Not Available,2115064.7,336.62,Not Available,60349,64.1
2024,260 West 26th Street - 41589,Multifamily Housing,12654296.5,Not Available,6080239.2,1048.94,Not Available,236779,53.4
2024,401 West 25th Street - 41674,Multifamily Housing,9958682.9,Not Available,4037146.6,779.14,Not Available,179370,55.5
2024,380 Riverside Drive AKA 611 West 110th Street,Multifamily Housing,12911349.4,Not Available,1799646.4,797.31,Not Available,187588,68.8
2024,275 West 96th Street and 250 West 97th Street (Parent Property),Multifamily Housing,56703681,Not Available,11898907.4,3749.21,Not Available,407177,125.8
2024,870 Riverside Drive,Multifamily Housing,4357149.4,Not Available,648279.3,271.6,Not Available,69875,58.2
2024,610 Waring Avenue,Multifamily Housing,2224483.8,Not Available,1626404.8,218.95,Not Available,116200,19.1
2024,3636 Fieldston Road,Multifamily Housing,10357055.5,Not Available,1570324.4,647.43,Not Available,143886,72
2024,34-15 31st Avenue,Multifamily Housing,3429498.1,Not Available,536765.2,274.2,Not Available,50000,68.6
2024,W142,Multifamily Housing,5615793.5,Not Available,980144.2,359.02,Not Available,55143,101.8
2024,400 Avenue U,Multifamily Housing,5277562.4,Not Available,2404159.4,429.31,Not Available,109901,46.1
2024,Hollywood Towers,Multifamily Housing,2770145.7,Not Available,1108804.7,215.85,Not Available,50934,54.4
2024,1150 Garrison,Multifamily Housing,5677706,Not Available,1127443.2,371.44,Not Available,61650,89.2
